fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Kyler Phillips,8,1,0,3,68,135,72,Orthodox,1995-06-12,25,6.28,0.49,2.05,0.66,2.79,0.66,0.71,0.7
Vinc Pichel,13,2,0,2,61,155,72,Orthodox,1982-11-23,38,3.2,0.46,2.28,0.56,3.83,0.6,0.2,0.3
Brad Pickett,25,14,0,0,66,135,68,Orthodox,1978-09-24,42,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4
Jamie Pickett,11,5,0,0,74,185,80,Orthodox,1988-08-29,32,2.84,0.55,4.84,0.46,1.48,0.4,0.37,0.4
Oskar Piechota,11,3,1,0,72,185,76,Southpaw,1990-01-24,31,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5
Mike Pierce,17,7,0,0,68,170,71,Orthodox,1980-09-01,40,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2
Sean Pierson,14,6,0,3,72,170,76,Southpaw,1976-03-10,44,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4
Domingo Pilarte,8,2,0,0,72,135,73,Southpaw,1990-01-05,31,2.04,0.5,3.69,0.42,2.0,0.42,0.75,1.3
Daniel Pineda,27,14,0,0,67,145,69,Orthodox,1985-08-06,35,3.41,0.49,2.72,0.44,1.55,0.29,0.44,1.8
Pingyuan Liu,13,7,0,0,66,135,72,Orthodox,1993-02-13,28,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0
Luana Pinheiro,8,1,0,1,62,115,62,Orthodox,1992-11-18,28,3.57,0.4,1.43,0.78,0.0,0.0,0.0,0.0
Maki Pitolo,13,8,0,0,61,185,75,Orthodox,1990-11-24,30,4.2,0.44,3.71,0.56,2.42,0.52,0.55,0.5
Jamal Pogues,7,2,0,1,75,205,77,Orthodox,1995-12-01,25,3.27,0.74,3.07,0.56,7.0,0.63,1.0,0.0
Dustin Poirier,27,6,0,2,69,155,72,Southpaw,1989-01-19,32,5.59,0.5,4.17,0.54,1.47,0.36,0.61,1.3
Igor Pokrajac,28,13,0,0,72,205,74,Orthodox,1979-01-02,42,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2
Santiago Ponzinibbio,28,4,0,0,72,170,73,Orthodox,1986-09-26,34,4.21,0.4,4.05,0.64,0.52,0.44,0.6,0.0
Grigory Popov,13,3,0,0,67,135,68,Switch,1984-04-18,36,3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0
Parker Porter,11,6,0,1,72,265,75,Orthodox,1985-04-22,35,7.69,0.49,7.36,0.52,1.65,0.6,0.0,1.1
Callan Potter,18,9,0,0,72,170,72,Orthodox,1984-06-09,36,3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0
Ruan Potts,11,6,0,0,74,247,75,Orthodox,1978-02-23,43,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3
Devin Powell,9,4,0,0,72,155,73,Orthodox,1988-03-01,32,2.88,0.41,3.67,0.51,0.0,0.0,0.0,0.6
Marcin Prachnio,14,5,0,1,75,205,74,Orthodox,1988-07-14,32,5.4,0.47,3.71,0.58,0.0,0.0,0.0,0.0
Wagner Prado,12,3,0,0,72,205,74,Southpaw,1986-12-30,34,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0
Trevor Prangley,34,11,2,0,73,185,75,Orthodox,1972-08-24,48,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0
Ricardo Prasel,10,2,0,0,79,238,78,Orthodox,1990-06-02,30,2.21,0.57,7.83,0.37,0.0,0.0,0.0,0.0
Carlo Prater,31,18,1,0,61,155,72,Switch,1981-06-25,39,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7
Michel Prazeres,26,3,0,0,66,170,67,Orthodox,1981-07-25,39,2.44,0.47,2.49,0.58,4.11,0.36,0.5,0.6
Kyle Prepolec,12,7,0,0,61,170,70,Southpaw,1989-08-30,31,3.2,0.34,4.7,0.54,0.0,0.0,0.4,0.0
Niko Price,14,4,0,0,72,170,76,Orthodox,1989-09-29,31,5.33,0.41,5.83,0.49,0.89,0.22,0.72,0.9
Jiri Prochazka,27,3,1,1,75,205,80,Orthodox,1992-10-14,28,5.67,0.45,7.05,0.55,0.0,0.0,1.0,0.0
Lara Procopio,7,1,0,1,64,125,67,Orthodox,1995-11-14,25,6.7,0.57,6.93,0.47,3.5,0.5,0.0,0.5
Joe Proctor,11,5,0,0,61,155,72,Orthodox,1985-08-10,35,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8
Cole Province,6,2,0,0,69,145,68,Orthodox,1981-01-17,40,1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0
Lucie Pudilova,8,6,0,0,68,125,67,Orthodox,1994-06-13,26,4.15,0.36,4.09,0.52,0.16,0.12,0.61,0.6
Claudio Puelles,10,2,0,2,61,155,72,Southpaw,1996-04-21,24,1.95,0.44,3.73,0.5,3.06,0.36,0.0,1.3
Jens Pulver,27,19,1,0,67,145,70,Southpaw,1974-12-06,46,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3
CM Punk,0,1,0,0,73,170,73,Orthodox,1978-10-26,42,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
Joe Pyfer,7,2,0,0,74,185,75,Orthodox,1996-09-17,24,2.76,0.48,3.68,0.23,3.45,1.0,0.0,0.0
Mike Pyle,27,14,1,0,72,170,74,Orthodox,1975-09-18,45,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5
Billy Quarantillo,15,3,0,0,61,145,70,Orthodox,1988-12-08,32,7.03,0.64,4.37,0.42,1.28,0.31,0.57,1.8
Nate Quarry,12,4,0,0,72,185,72,OpenStance,1972-03-18,48,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0
Michel Quinones,8,3,0,0,61,155,73,Orthodox,1984-12-22,36,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
Jose Quinonez,9,5,0,0,68,135,69,Southpaw,1990-07-28,30,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6
Ricky Rainey,12,6,0,0,73,170,77,Switch,1983-06-29,37,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0
Shavkat Rakhmonov,13,0,0,1,73,170,77,Orthodox,1994-10-23,26,2.79,0.52,1.93,0.5,0.0,0.0,1.0,3.2
Aleksandar Rakic,13,2,0,1,76,205,78,Orthodox,1992-02-06,29,4.66,0.54,1.99,0.53,0.93,0.28,0.89,0.2
Ricardo Ramos,14,3,0,0,69,145,72,Orthodox,1995-08-01,25,3.0,0.39,3.28,0.58,1.99,0.56,0.71,0.7
Davi Ramos,10,4,0,0,66,155,70,Orthodox,1986-11-05,34,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6
Ed Ratcliff,7,3,0,0,61,155,71,Orthodox,1983-03-05,37,2.71,0.38,2.96,0.63,0.28,0.16,0.53,0.0
Bec Rawlings,7,8,0,0,66,125,64,Orthodox,1989-02-11,32,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4
Stevie Ray,23,9,0,1,61,155,70,Southpaw,1990-03-25,30,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6
Abdul Razak Alhassan,10,3,0,0,61,170,73,Orthodox,1985-08-11,35,4.54,0.48,5.11,0.53,0.72,0.28,0.42,0.0
Rafael Rebello,9,4,0,0,65,135,67,Orthodox,1980-10-16,40,2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5
Greg Rebello,24,8,0,0,72,240,73,Southpaw,1982-06-13,38,2.61,0.39,2.92,0.58,0.0,0.0,0.0,0.0
Karl Reed,6,1,0,0,75,205,78,Orthodox,1988-10-27,32,2.04,0.44,3.84,0.38,1.06,0.22,0.53,0.0
Stephen Regman,9,4,0,0,61,185,76,Orthodox,1991-08-05,29,1.41,0.6,4.93,0.23,3.52,1.0,0.0,0.0
Wilson Reis,23,10,0,0,64,125,65,Southpaw,1985-01-06,36,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6
Goran Reljic,15,8,0,0,75,205,81,Southpaw,1984-03-20,36,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1
Chance Rencountre,14,4,0,0,74,170,75,Southpaw,1986-12-31,34,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3
Marion Reneau,9,6,1,0,66,135,68,Orthodox,1977-06-20,43,3.42,0.41,3.37,0.6,0.52,0.71,0.51,0.9
Marco Polo Reyes,8,7,0,0,61,155,71,Orthodox,1984-11-07,36,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0
Dominick Reyes,12,2,0,0,76,205,77,Southpaw,1989-12-26,31,4.53,0.48,3.16,0.49,0.2,0.16,0.82,0.2
Alex Reyes,13,3,0,0,61,170,73,Orthodox,1986-10-02,34,4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0
Victor Reyna,11,5,0,0,61,170,74,Southpaw,1986-08-05,34,5.8,0.63,4.75,0.42,0.0,0.0,1.0,0.0
Mike Rhodes,10,5,0,0,73,170,74,Orthodox,1989-12-04,31,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5
Amanda Ribas,10,2,0,0,63,125,66,Orthodox,1993-08-26,27,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6
Mike Ricci,11,5,0,0,72,155,76,Southpaw,1986-03-18,34,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0
Brad Riddell,9,1,0,3,67,155,71,Orthodox,1991-09-30,29,4.36,0.5,2.62,0.53,1.0,0.37,0.6,0.0
Matthew Riddle,8,3,0,0,73,170,76,Southpaw,1986-01-14,35,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5
Joe Riggs,44,17,0,0,72,185,70,Southpaw,1982-09-23,38,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
Aaron Riley,30,14,1,0,68,155,69,Southpaw,1980-12-09,40,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1
Jordan Rinaldi,14,7,0,0,61,145,72,Orthodox,1987-09-25,33,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2
Nick Ring,14,4,0,0,72,185,74,Southpaw,1979-02-10,42,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3
Mike Rio,10,5,0,0,61,155,70,Orthodox,1981-07-06,39,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0
Diego Rivas,10,2,0,0,68,145,69,Orthodox,1991-11-11,29,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9
Jorge Rivera,20,9,0,1,73,185,73,Orthodox,1972-02-28,48,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1
Francisco Rivera,11,7,0,0,68,135,70,Orthodox,1981-10-08,39,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6
Jimmie Rivera,23,4,0,1,64,135,68,Orthodox,1989-06-29,31,3.99,0.41,3.61,0.61,0.86,0.29,0.92,0.1
Irwin Rivera,10,6,0,0,66,135,67,Southpaw,1989-02-14,32,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0
Jerome Rivera,10,5,0,0,61,145,72,Southpaw,1995-04-22,25,3.08,0.34,2.47,0.51,0.0,0.0,0.4,0.0
Kali Robbins,6,3,0,0,63,115,63,Orthodox,1984-07-05,36,3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0
Karl Roberson,9,3,0,0,73,185,74,Southpaw,1990-10-04,30,3.0,0.51,2.42,0.57,0.99,0.57,0.5,0.8
Daniel Roberts,15,7,0,0,61,170,74,Southpaw,1980-08-05,40,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5
Danny Roberts,17,5,0,1,73,170,74,Southpaw,1987-07-14,33,3.41,0.44,3.08,0.55,0.18,0.06,0.53,0.4
Roosevelt Roberts,10,2,0,0,74,155,73,Orthodox,1994-02-11,27,3.03,0.49,2.27,0.52,1.75,0.53,0.58,1.1
Kenny Robertson,15,5,0,0,61,170,74,Orthodox,1984-02-14,37,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8
Gillian Robertson,9,5,0,0,65,125,63,Orthodox,1995-05-17,25,2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9
Alvin Robinson,15,9,0,0,69,155,68,Southpaw,1982-07-16,38,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2
Damonte Robinson,6,1,1,0,72,155,77,,1995-06-10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagner Rocha,14,4,0,0,61,155,73,Orthodox,1982-06-06,38,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9
Carlos Eduardo Rocha,9,4,0,0,61,170,73,Orthodox,1981-07-12,39,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4
Luke Rockhold,16,5,0,0,75,205,77,Southpaw,1984-10-17,36,4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1
Gregory Rodrigues,7,3,0,0,75,185,75,Orthodox,1992-02-17,29,6.04,0.56,7.77,0.52,0.0,0.0,0.0,0.0
Yair Rodriguez,13,2,0,1,61,145,71,Orthodox,1992-10-06,28,4.33,0.45,3.13,0.57,0.9,0.29,0.63,0.9
Mike Rodriguez,11,6,0,0,76,205,82,Southpaw,1988-11-28,32,4.61,0.59,3.39,0.4,0.0,0.0,0.41,0.0
Marina Rodriguez,13,1,2,1,66,115,65,Orthodox,1987-04-29,33,4.86,0.5,3.16,0.53,0.36,0.33,0.59,0.2
Daniel Rodriguez,13,2,0,0,73,170,74,Southpaw,1986-12-31,34,7.68,0.46,6.12,0.57,1.34,0.62,0.9,0.3
Ray Rodriguez,16,7,0,0,67,135,71,Orthodox,1987-12-10,33,1.24,0.32,5.73,0.4,2.32,0.5,0.4,0.0
Luis Rodriguez,11,2,0,0,66,125,65,Orthodox,1999-05-07,21,1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0
Drako Rodriguez,7,2,0,0,68,135,69,Orthodox,1996-06-16,24,2.57,0.35,2.57,0.26,2.75,1.0,0.0,2.8
Victor Rodriguez,7,3,0,0,65,135,67,Switch,1992-09-05,28,2.17,0.46,6.14,0.5,0.0,0.0,0.0,0.0
Marcos Rogerio de Lima,17,8,1,0,73,253,75,Orthodox,1985-06-25,35,3.78,0.54,2.53,0.54,0.71,0.6,0.43,0.7
Brett Rogers,17,10,0,0,77,265,81,Orthodox,1981-02-17,40,3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0
Max Rohskopf,5,1,0,0,73,155,71,Orthodox,1994-09-27,26,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5
Shane Roller,11,7,0,0,61,155,72,Orthodox,1979-07-14,41,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9
Alexandr Romanov,13,0,0,2,74,262,75,Southpaw,1990-12-11,30,4.31,0.39,1.76,0.43,6.35,0.66,0.0,3.2
Ricardo Romero,11,3,0,0,72,205,76,Orthodox,1978-04-15,42,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
Yoel Romero,13,5,0,0,72,185,73,Southpaw,1977-04-30,43,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0
Anthony Romero,8,0,0,1,61,155,70,Orthodox,1997-02-25,23,5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0
Mara Romero Borella,12,9,0,0,66,125,69,Orthodox,1986-06-03,34,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
Jesse Ronson,21,10,0,0,61,170,70,Southpaw,1985-12-24,35,3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6
George Roop,15,13,1,0,73,135,72,Orthodox,1981-11-10,39,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
Aaron Rosa,18,6,0,0,76,205,77,Orthodox,1983-05-28,37,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4
Charles Rosa,13,5,0,0,69,145,69,Switch,1986-08-24,34,3.11,0.37,3.78,0.48,1.76,0.32,0.4,1.0
Karol Rosa,14,3,0,3,65,135,67,Orthodox,1994-12-30,26,7.73,0.52,5.51,0.48,2.0,0.6,0.9,0.0
Hilarie Rose,4,2,0,0,63,115,63,Orthodox,1992-11-11,28,2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0
Jared Rosholt,14,4,0,0,74,265,75,Orthodox,1986-08-04,34,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1
Ben Rothwell,38,13,0,0,76,265,78,Orthodox,1981-10-17,39,3.55,0.41,4.57,0.46,0.63,0.33,0.69,0.3
Khalil Rountree Jr.,9,5,0,0,73,205,76,Southpaw,1990-02-26,30,3.06,0.38,3.63,0.49,0.0,0.0,0.5,0.2
Ronda Rousey,12,2,0,0,67,135,66,Orthodox,1987-02-01,34,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
Philip Rowe,7,3,0,0,75,170,80,Orthodox,1990-07-18,30,4.99,0.6,5.34,0.51,1.19,0.33,0.25,0.0
Brandon Royval,12,5,0,0,69,125,68,Southpaw,1992-08-16,28,3.77,0.46,2.88,0.47,0.79,1.0,0.53,2.4
Jairzinho Rozenstruik,11,1,0,1,76,242,78,Orthodox,1988-03-17,32,4.04,0.51,3.1,0.36,0.0,0.0,0.75,0.0
Mauricio Rua,27,12,1,0,73,205,76,Orthodox,1981-11-25,39,3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8
Mike Russow,15,3,0,0,73,255,73,Orthodox,1976-09-11,44,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7
Danny Sabatello,9,1,0,1,61,135,71,Orthodox,1993-03-31,27,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0
Patrick Sabatini,13,3,0,0,68,145,70,Orthodox,1990-11-09,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Sadollah,6,5,0,0,61,170,75,Orthodox,1980-08-27,40,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
Frankie Saenz,13,7,0,0,66,135,66,Orthodox,1980-08-12,40,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1
Saparbeg Safarov,9,3,0,0,73,185,78,Orthodox,1986-10-14,34,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0
Tarec Saffiedine,16,7,0,0,61,170,70,Switch,1986-09-06,34,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
Jason Saggo,12,4,0,0,61,155,71,Orthodox,1985-11-23,35,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0
Ovince Saint Preux,25,15,0,0,75,205,80,Southpaw,1983-04-08,37,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6
Lukasz Sajewski,13,3,0,0,68,155,71,Orthodox,1990-11-27,30,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0
Augusto Sakai,15,2,1,0,75,265,77,Orthodox,1991-05-09,29,5.32,0.48,4.02,0.5,0.15,0.5,0.66,0.0
Alessio Sakara,19,11,0,0,72,185,72,Orthodox,1981-09-02,39,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
Gokhan Saki,1,2,0,0,72,205,73,Orthodox,1983-10-19,37,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0
Justin Salas,12,7,0,0,68,155,70,Southpaw,1982-03-13,38,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
Luis Saldana,14,6,0,1,61,145,73,Orthodox,1991-01-27,30,7.17,0.59,1.21,0.78,0.0,0.0,0.0,0.0
Muslim Salikhov,17,2,0,4,61,170,70,Orthodox,1984-06-09,36,2.85,0.46,2.29,0.67,0.87,0.3,0.8,0.0
Boston Salmon,6,3,0,0,69,135,69,Southpaw,1990-11-20,30,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0
John Salter,14,3,0,1,73,185,74,Southpaw,1985-03-21,35,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
Josh Samman,13,4,0,0,75,185,79,Orthodox,1988-03-14,32,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
Josh Sampo,11,5,0,0,64,125,64,Orthodox,1984-07-24,36,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
Diego Sanchez,31,13,0,0,61,170,72,Southpaw,1981-12-31,39,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Eddie Sanchez,15,8,0,0,74,230,74,Orthodox,1982-11-04,38,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
Joby Sanchez,11,4,0,0,66,135,68,Orthodox,1991-06-24,29,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4
Emmanuel Sanchez,15,3,0,0,69,145,71,,1990-08-11,30,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5
Andrew Sanchez,13,6,0,0,73,185,74,Orthodox,1988-04-08,32,4.48,0.42,5.05,0.51,1.92,0.31,1.0,0.0
Robert Sanchez,8,2,0,0,66,125,66,Orthodox,1986-03-05,34,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7
Luke Sanders,13,4,0,0,66,135,67,Southpaw,1985-12-12,35,6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3
Jerrod Sanders,16,3,0,0,68,135,72,Orthodox,1979-10-01,41,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
Cory Sandhagen,14,2,0,2,61,135,70,Switch,1992-04-20,28,6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5
Hector Sandoval,14,4,0,0,62,125,64,Orthodox,1986-07-19,34,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
Duda Santana,3,1,0,0,67,145,73,Orthodox,1996-01-10,25,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0
Shaheen Santana,6,1,0,0,73,155,75,Orthodox,1991-06-04,29,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8
Jorge Santiago,25,12,0,0,73,170,75,Orthodox,1980-10-09,40,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8
Mike Santiago,19,12,0,0,61,145,69,Orthodox,1989-07-28,31,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1
Richie Santiago,7,2,0,0,67,135,67,Southpaw,1992-10-10,28,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0
Evangelista Santos,21,18,0,0,61,170,76,Orthodox,1977-12-12,43,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4
Iliarde Santos,30,13,1,0,65,125,67,Orthodox,1980-09-25,40,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0
Leonardo Santos,18,4,1,6,72,155,75,Orthodox,1980-02-05,41,2.76,0.44,2.71,0.6,1.09,0.27,0.88,0.4
Thiago Santos,21,8,0,0,74,205,76,Orthodox,1984-01-07,37,4.36,0.48,2.32,0.55,0.77,0.4,0.64,0.1
Taila Santos,17,1,0,2,66,125,68,Orthodox,1993-06-22,27,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0
Daniel Sarafian,10,6,0,0,69,185,73,Orthodox,1982-08-21,38,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7
Yuta Sasaki,21,6,2,0,61,125,71,Southpaw,1989-10-07,31,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2
Paul Sass,14,2,0,0,72,155,73,Orthodox,1988-08-04,32,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4
Takashi Sato,16,4,0,0,61,170,73,Southpaw,1990-06-09,30,3.16,0.37,4.81,0.5,0.53,0.5,0.75,0.0
Ben Saunders,22,13,2,0,74,170,77,Orthodox,1983-04-13,37,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3
Matt Sayles,8,3,0,0,67,145,68,Orthodox,1994-02-21,27,5.44,0.42,3.13,0.61,0.0,0.0,0.81,0.4
Eric Schafer,14,8,2,0,75,185,76,Orthodox,1977-09-20,43,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
Brendan Schaub,10,5,0,0,76,245,78,Orthodox,1983-03-18,37,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
Matt Schnell,15,5,0,1,68,125,70,Orthodox,1990-01-15,31,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2
Justin Scoggins,11,5,0,0,67,125,66,Southpaw,1992-05-02,28,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5
Brad Scott,11,6,0,0,73,170,76,Orthodox,1989-06-24,31,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
Neil Seery,16,13,0,0,64,125,64,Orthodox,1979-08-30,41,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
Stefan Sekulic,12,3,0,0,72,170,75,Southpaw,1992-02-12,29,1.47,0.37,2.4,0.57,1.0,0.2,0.33,0.0
Pete Sell,10,7,0,0,61,170,75,Orthodox,1982-08-05,38,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
Mackens Semerzier,8,4,0,0,69,145,72,Orthodox,1980-11-03,40,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1
Alex Serdyukov,8,5,0,0,74,170,74,Orthodox,1980-05-24,40,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8
Matt Serra,11,7,0,0,66,170,68,Orthodox,1974-06-02,46,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9
Fredy Serrano,3,2,0,0,63,125,65,Orthodox,1979-09-22,41,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0
Edmen Shahbazyan,11,1,0,0,74,185,74,Orthodox,1997-11-20,23,3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5
Leon Shahbazyan,7,2,0,0,76,170,74,Orthodox,1995-11-18,25,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0
Liliya Shakirova,8,2,0,0,64,125,65,Orthodox,1991-10-24,29,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0
Kamal Shalorus,9,5,2,0,68,155,68,Orthodox,1972-08-27,48,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0
Ken Shamrock,28,17,2,0,73,205,72,Orthodox,1964-02-11,57,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5
Eric Shelton,12,6,0,0,66,125,68,Orthodox,1991-02-02,30,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2
Sean Sherk,36,4,1,1,66,155,67,Orthodox,1973-08-05,47,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4
Chase Sherman,15,6,0,1,76,250,78,Orthodox,1989-11-16,31,6.02,0.45,5.55,0.52,0.0,0.0,0.77,0.0
Valentina Shevchenko,19,3,0,6,65,125,66,Southpaw,1988-03-07,32,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3
Antonina Shevchenko,9,2,0,1,68,125,67,Southpaw,1984-11-20,36,4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7
Jake Shields,31,9,1,0,72,170,72,Orthodox,1979-01-09,42,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2
Henrique Shiguemoto,13,4,1,0,61,185,72,Orthodox,1989-06-22,31,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0
Jack Shore,13,0,0,2,68,135,71,Orthodox,1995-02-06,26,3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5
Ivan Shtyrkov,15,0,1,0,72,205,74,Orthodox,1988-06-09,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Sicilia,15,8,0,0,68,145,67,Orthodox,1986-02-01,35,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9
Steven Siler,29,16,0,0,61,145,70,Orthodox,1987-02-15,34,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6
Anderson Silva,34,11,0,0,74,185,77,Southpaw,1975-04-14,45,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
