fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl,weight_class
Taylor Moore,10,5,0,0,61,135,70,Southpaw,1993-10-16,27,0.2,0.75,2.07,0.42,0.0,0.0,0.25,0.0,0,Bantamweight
Sergio Moraes,14,6,1,0,72,170,72,Orthodox,1982-07-23,38,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,117.0,Welterweight
Marlon Moraes,23,8,1,0,66,135,67,Orthodox,1988-04-26,32,3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,37.11,Bantamweight
Sheymon Moraes,11,4,0,0,68,145,72,Orthodox,1990-10-11,30,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,38.0,Featherweight
John Moraga,19,7,0,0,66,125,66,Orthodox,1984-03-20,36,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,105.0,Flyweight
Albert Morales,7,4,1,0,69,135,72,Orthodox,1991-05-25,29,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,144.0,Bantamweight
Joseph Morales,9,2,0,0,66,125,69,Switch,1994-08-22,26,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,37.67,Flyweight
Vince Morales,9,5,0,0,67,145,70,Orthodox,1990-11-12,30,4.22,0.39,4.16,0.53,0.0,0.0,0.55,0.0,8.5,Featherweight
Omar Morales,10,1,0,0,61,145,73,Orthodox,1985-10-17,35,3.39,0.34,2.99,0.65,0.29,1.0,1.0,0.0,143.0,Featherweight
Sarah Moras,6,8,0,0,67,135,67,Orthodox,1988-04-30,32,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,132.89,Bantamweight
Christian Morecraft,8,3,0,0,78,260,81,Orthodox,1986-09-08,34,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,210.75,Heavyweight
Vinicius Moreira,9,5,0,0,76,205,76,Orthodox,1989-02-28,31,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,43.0,Light Heavyweight
Brandon Moreno,18,5,2,0,67,125,70,Orthodox,1993-12-07,27,3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,172.38,Flyweight
Dan Moret,13,6,0,0,72,155,73,Southpaw,1986-11-21,34,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,195.0,Lightweight
Alex Morono,18,7,0,0,61,170,72,Orthodox,1990-08-16,30,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,57.64,Welterweight
Maryna Moroz,10,3,0,2,67,125,67,Orthodox,1991-09-08,29,4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,124.0,Flyweight
Nikolas Motta,12,3,0,1,69,155,70,Orthodox,1993-02-08,28,2.8,0.27,3.6,0.66,0.0,0.0,1.0,0.0,0,Lightweight
Gegard Mousasi,42,6,2,5,74,185,76,Orthodox,1985-08-01,35,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,139.92,Middleweight
Jamie Moyle,4,3,0,0,61,115,65,Orthodox,1989-03-17,31,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,44.33,Strawweight
Su Mudaerji,14,4,0,3,68,125,72,Southpaw,1996-01-20,25,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,61.5,Flyweight
Lauren Mueller,5,3,0,0,65,125,67,Orthodox,1991-11-15,29,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,98.75,Flyweight
Belal Muhammad,18,3,0,4,61,170,72,Orthodox,1988-07-09,32,4.86,0.43,4.03,0.6,2.03,0.28,0.84,0.2,186.17,Welterweight
James Mulheron,11,2,0,0,61,243,73,Orthodox,1988-02-20,33,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,40.0,Heavyweight
Jamie Mullarkey,12,4,0,0,72,155,74,Orthodox,1994-08-17,26,1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5,309.5,Lightweight
Pedro Munhoz,18,5,0,0,66,135,65,Orthodox,1986-09-07,34,5.53,0.43,6.03,0.58,0.76,0.21,0.8,0.9,44.46,Bantamweight
Andre Muniz,20,4,0,4,73,185,78,Southpaw,1990-02-17,31,2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2,161.5,Middleweight
Mark Munoz,14,6,0,1,72,185,71,Orthodox,1978-02-09,43,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,171.67,Middleweight
Alexander Munoz,6,1,0,0,69,155,72,Switch,1990-02-27,30,3.27,0.4,5.23,0.52,2.5,0.35,0.0,0.0,54.0,Lightweight
Johnny Munoz,10,1,0,0,69,145,71,Orthodox,1993-02-16,28,3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0,582.0,Featherweight
Makhmud Muradov,25,6,0,3,74,185,75,Orthodox,1990-02-08,31,5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,20.33,Middleweight
Kanako Murata,12,1,0,1,61,115,62,Orthodox,1993-08-10,27,1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0,561.0,Strawweight
Vince Murdock,12,4,0,0,66,145,64,Orthodox,1991-03-21,29,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0,0,Featherweight
Lauren Murphy,14,4,0,4,65,125,67,Orthodox,1983-07-27,37,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,181.0,Flyweight
Lerone Murphy,10,0,1,2,69,145,73,Orthodox,1991-07-22,29,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,96.5,Featherweight
Khalid Murtazaliev,14,2,0,1,72,185,76,Orthodox,1993-07-15,27,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,359.0,Middleweight
Nicholas Musoke,13,5,0,0,72,170,75,Orthodox,1986-04-05,34,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,252.17,Welterweight
Magomed Mustafaev,14,4,0,0,68,155,71,Orthodox,1988-08-02,32,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,115.8,Lightweight
Elvis Mutapcic,15,6,1,0,72,185,72,Orthodox,1986-07-19,34,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,129.0,Middleweight
Muhammad Naimov,5,1,0,0,69,145,70,Orthodox,1994-08-07,26,3.47,0.41,5.87,0.44,0.0,0.0,0.25,0.0,0,Featherweight
Kazuhiro Nakamura,21,13,0,0,61,205,70,Orthodox,1979-07-16,41,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,53.5,Light Heavyweight
Keita Nakamura,34,10,2,0,61,170,73,Southpaw,1984-05-22,36,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,129.45,Welterweight
Tyson Nam,20,12,1,0,67,125,68,Orthodox,1983-10-06,37,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0,24.8,Flyweight
Rose Namajunas,10,4,0,1,65,115,65,Orthodox,1992-06-29,28,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,170.6,Strawweight
Nad Narimani,12,4,0,0,68,145,70,Orthodox,1987-04-14,33,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,223.5,Featherweight
Rodrigo Nascimento,8,1,0,0,74,246,80,Orthodox,1992-11-26,28,4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7,71.5,Heavyweight
Bobby Nash,8,4,0,0,72,170,74,Orthodox,1990-03-26,30,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,134.0,Welterweight
Rafael Natal,21,9,1,0,72,185,77,Orthodox,1982-12-25,38,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,178.69,Middleweight
Kevin Natividad,9,2,0,0,66,145,70,Orthodox,1993-04-02,27,2.57,0.24,3.74,0.54,0.0,0.0,1.0,0.0,0.0,Featherweight
Ismail Naurdiev,19,4,0,0,61,170,74,Orthodox,1996-08-18,24,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,153.25,Welterweight
Tafon Nchukwi,5,0,0,2,72,205,77,Orthodox,1994-10-14,26,7.59,0.55,4.31,0.52,0.0,0.0,0.75,0.0,171.0,Light Heavyweight
Geoff Neal,13,3,0,0,61,170,75,Southpaw,1990-08-28,30,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,96.17,Welterweight
Stanislav Nedkov,12,2,0,0,61,205,71,Orthodox,1981-12-09,39,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,58.67,Light Heavyweight
Josh Neer,36,16,1,0,61,170,72,Orthodox,1983-03-24,37,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,130.93,Welterweight
Nicolae Negumereanu,9,1,0,0,72,205,78,Orthodox,1994-09-04,26,0.73,0.4,4.67,0.18,0.0,0.0,0.4,0.0,0.0,Light Heavyweight
Shane Nelson,16,7,0,0,69,155,70,Southpaw,1984-11-29,36,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,140.75,Lightweight
Roy Nelson,22,14,0,0,72,263,73,Orthodox,1976-06-20,44,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,129.58,Heavyweight
Gunnar Nelson,17,5,1,0,61,170,72,Switch,1988-07-28,32,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,172.92,Welterweight
Kyle Nelson,13,4,0,0,61,155,71,Switch,1991-04-20,29,3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9,94.5,Lightweight
Antonio Braga Neto,9,3,0,0,75,185,77,Orthodox,1987-10-29,33,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,231.0,Middleweight
Journey Newson,9,3,0,0,65,135,67,Orthodox,1989-03-07,31,2.76,0.32,2.76,0.65,0.0,0.0,0.0,0.9,5.0,Bantamweight
Francis Ngannou,15,3,0,4,76,250,83,Orthodox,1986-09-05,34,2.23,0.37,2.03,0.47,0.0,0.0,0.71,0.5,14.33,Heavyweight
Ben Nguyen,16,8,0,0,65,125,65,Switch,1988-08-03,32,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,54.71,Flyweight
Alex Nicholson,7,4,0,0,76,185,77,Orthodox,1990-05-02,30,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,0.25,Middleweight
Matheus Nicolau Pereira,13,2,1,0,66,125,66,Orthodox,1993-01-06,28,3.83,0.51,2.43,0.7,1.9,0.66,1.0,1.6,174.75,Flyweight
Tom Niinimaki,22,8,1,0,69,145,69,Orthodox,1982-07-25,38,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,192.5,Featherweight
Ramsey Nijem,9,6,0,0,61,155,75,Orthodox,1988-04-01,32,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,246.4,Lightweight
Guangyou Ning,5,4,1,0,64,145,64,Southpaw,1981-12-15,39,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,177.75,Featherweight
Anthony Njokuani,16,12,0,0,73,155,75,Orthodox,1980-03-01,40,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,15.12,Lightweight
Antonio Rodrigo Nogueira,34,10,1,0,75,240,77,Orthodox,1976-06-02,44,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,127.64,Heavyweight
Rogerio Nogueira,23,10,0,0,74,205,75,Southpaw,1976-06-02,44,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,29.69,Light Heavyweight
Kyle Noke,22,10,1,0,73,170,76,Southpaw,1980-03-18,40,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,86.42,Welterweight
KJ Noons,13,9,0,0,61,155,70,Orthodox,1982-12-07,38,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,0.6,Lightweight
Sage Northcutt,11,2,0,3,72,170,71,Orthodox,1996-03-01,24,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,97.0,Welterweight
Phillipe Nover,11,8,1,0,69,145,72,Orthodox,1984-02-03,37,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,79.71,Featherweight
Diego Nunes,19,7,0,0,66,145,67,Orthodox,1982-11-30,38,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,112.33,Featherweight
Amanda Nunes,20,4,0,11,68,145,69,Orthodox,1988-05-30,32,4.44,0.51,2.47,0.57,2.53,0.53,0.84,0.7,201.14,Featherweight
Khabib Nurmagomedov,29,0,0,13,61,155,70,Orthodox,1988-09-20,32,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,437.46,Lightweight
Said Nurmagomedov,14,2,0,1,68,135,70,Orthodox,1992-04-05,28,4.65,0.46,2.37,0.6,0.45,0.07,0.71,0.0,36.0,Bantamweight
Abubakar Nurmagomedov,15,3,1,0,61,170,72,Orthodox,1989-11-13,31,1.41,0.44,0.71,0.81,5.29,1.0,0.0,0.0,110.0,Welterweight
Kennedy Nzechukwu,7,1,0,1,77,205,83,Southpaw,1992-06-13,28,4.57,0.39,3.69,0.55,0.0,0.0,0.78,0.0,132.0,Light Heavyweight
Jake O'Brien,15,4,0,0,75,205,76,Orthodox,1984-09-25,36,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,300.71,Light Heavyweight
Sean O'Connell,17,9,0,0,73,205,74,Orthodox,1983-09-02,37,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,116.43,Light Heavyweight
Sean O'Malley,12,1,0,0,61,135,72,Switch,1994-10-24,26,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,16.8,Bantamweight
Casey O'Neill,6,0,0,1,66,125,69,,1997-10-07,23,5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7,446.0,Flyweight
Brendan O'Reilly,6,3,0,0,67,170,69,Orthodox,1987-06-24,33,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,230.25,Welterweight
Christian Ocon,2,1,0,0,68,135,69,Orthodox,1996-02-05,25,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,0,Bantamweight
Volkan Oezdemir,17,5,0,0,74,205,75,Orthodox,1989-09-19,31,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0.0,62.0,Light Heavyweight
Andy Ogle,9,6,0,0,68,145,69,Orthodox,1989-02-16,32,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,369.5,Featherweight
Yushin Okami,34,12,0,0,74,170,75,Southpaw,1981-07-21,39,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,274.0,Welterweight
JJ Okanovich,7,1,0,1,61,155,76,Orthodox,1990-11-04,30,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0,0,Lightweight
Aleksei Oleinik,59,15,1,0,74,240,80,Orthodox,1977-06-20,43,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,132.36,Heavyweight
Michal Oleksiejczuk,14,4,0,0,72,205,74,Southpaw,1995-02-22,26,4.83,0.56,2.91,0.69,1.05,0.66,0.35,0.0,25.0,Light Heavyweight
Rafaello Oliveira,17,8,0,0,68,155,71,Orthodox,1982-01-26,39,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,229.75,Lightweight
Charles Oliveira,30,8,0,8,61,155,74,Orthodox,1989-10-17,31,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,111.85,Lightweight
Alex Oliveira,22,9,1,0,61,170,76,Orthodox,1988-02-21,33,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,215.0,Welterweight
Bruno Oliveira,8,2,0,0,76,205,80,Orthodox,1984-05-02,36,3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0,0,Light Heavyweight
Cameron Olson,7,3,0,1,73,205,75,Orthodox,1989-11-22,31,3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,0,Light Heavyweight
Daniel Omielanczuk,19,8,1,0,72,247,74,Southpaw,1982-08-31,38,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,83.0,Heavyweight
Michihiro Omigawa,17,14,1,0,66,145,68,Orthodox,1975-12-19,45,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,169.0,Featherweight
Charlie Ontiveros,11,7,0,0,74,185,78,Switch,1991-07-04,29,0.33,0.4,4.18,0.19,0.0,0.0,0.0,0.0,0.0,Middleweight
Brian Ortega,15,1,0,1,68,145,69,Switch,1991-02-21,30,4.29,0.38,6.28,0.52,0.8,0.21,0.56,1.1,49.25,Featherweight
Tito Ortiz,19,12,1,0,75,205,74,Orthodox,1975-01-23,46,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,262.08,Light Heavyweight
Dustin Ortiz,19,8,0,0,65,125,65,Orthodox,1988-12-25,32,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,262.36,Flyweight
Kenji Osawa,20,11,2,1,67,135,66,Orthodox,1976-11-04,44,2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7,0,Bantamweight
Ode Osbourne,9,3,0,1,67,145,73,Southpaw,1992-01-09,29,4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9,3.0,Featherweight
Nick Osipczak,6,3,0,0,74,170,76,Orthodox,1984-12-30,36,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,165.4,Welterweight
Rachael Ostovich,4,6,0,0,63,125,62,Orthodox,1991-02-25,29,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,25.0,Flyweight
Zak Ottow,17,7,0,0,61,170,72,Orthodox,1986-12-22,34,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,83.38,Welterweight
Sidney Outlaw,8,4,0,1,68,170,74,Orthodox,1992-04-11,28,0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,0,Welterweight
Alistair Overeem,47,19,0,0,76,265,80,Orthodox,1980-05-17,40,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,144.55,Heavyweight
Alptekin Ozkilic,9,5,0,0,65,125,65,Orthodox,1986-03-27,34,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,187.5,Flyweight
Nick Pace,8,3,0,0,67,135,68,Orthodox,1987-04-17,33,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,284.67,Bantamweight
Teemu Packalen,8,3,0,0,73,155,75,Orthodox,1987-05-22,33,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,51.0,Lightweight
Damacio Page,19,10,0,0,66,135,66,Orthodox,1982-09-30,38,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,136.0,Bantamweight
Dustin Pague,12,11,0,0,69,135,74,Orthodox,1987-08-05,33,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,131.17,Bantamweight
Raulian Paiva,20,3,0,2,68,125,69,Orthodox,1995-10-17,25,4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3,62.75,Flyweight
Dinis Paiva Jr.,13,8,0,0,69,145,71,Southpaw,1988-05-26,32,2.6,0.41,2.73,0.67,0.0,0.0,0.81,0.0,0,Featherweight
Fredson Paixao,10,5,0,0,66,145,66,Orthodox,1979-05-13,41,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,0.0,Featherweight
Bart Palaszewski,36,17,0,0,69,145,70,Orthodox,1983-05-30,37,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,7.0,Featherweight
Sasha Palatnikov,6,2,0,1,73,170,72,Switch,1989-03-15,31,9.78,0.52,7.74,0.51,1.17,1.0,0.88,0.0,196.0,Welterweight
Soa Palelei,22,5,0,0,76,265,81,Orthodox,1977-07-12,43,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,183.71,Heavyweight
Rousimar Palhares,19,8,0,1,68,170,71,Orthodox,1980-02-26,40,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,127.33,Welterweight
Alexandre Pantoja,23,5,0,1,65,125,67,Orthodox,1990-04-16,30,4.3,0.47,3.39,0.53,0.94,0.35,0.68,0.9,136.9,Flyweight
Jared Papazian,20,13,0,0,68,135,67,Southpaw,1988-02-01,33,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,104.0,Bantamweight
Josh Parisian,13,4,0,0,76,265,79,Orthodox,1989-06-28,31,7.46,0.51,7.51,0.42,0.0,0.0,0.66,0.7,28.0,Heavyweight
Karo Parisyan,24,11,0,0,61,170,72,Orthodox,1982-08-28,38,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,269.67,Welterweight
Junyong Park,12,4,0,2,61,185,73,Orthodox,1991-02-27,29,4.24,0.47,2.9,0.59,3.4,0.64,0.45,0.0,338.33,Middleweight
Harvey Park,12,3,0,0,72,155,70,Orthodox,1986-03-22,34,3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0,0,Lightweight
Norman Parke,23,6,1,0,61,155,70,Southpaw,1986-12-22,34,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,216.75,Lightweight
Jhonoven Pati,6,4,0,0,73,185,75,Switch,1990-08-29,30,2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0,0,Middleweight
Claude Patrick,14,2,0,0,61,170,75,Orthodox,1980-06-14,40,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,349.75,Welterweight
Alan Patrick,15,3,0,0,61,155,74,Southpaw,1983-07-19,37,1.79,0.4,2.64,0.43,3.48,0.38,0.5,0.3,313.88,Lightweight
Sergei Pavlovich,14,1,0,2,75,257,84,Southpaw,1992-05-13,28,6.55,0.52,4.59,0.44,0.0,0.0,0.5,0.0,9.0,Heavyweight
Pawel Pawlak,12,3,0,0,72,170,73,Orthodox,1989-02-08,32,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,69.0,Welterweight
Jonathan Pearce,10,4,0,1,72,145,71,Switch,1992-05-01,28,8.8,0.55,6.65,0.46,5.91,0.6,0.75,0.7,103.0,Featherweight
Ross Pearson,20,16,0,0,68,155,69,Orthodox,1984-09-26,36,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,50.88,Lightweight
Carlo Pedersoli Jr.,11,3,0,0,61,170,75,Southpaw,1993-06-08,27,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0,35.0,Welterweight
Tyson Pedro,7,3,0,0,75,205,79,Orthodox,1991-09-17,29,2.7,0.62,2.55,0.48,0.74,0.25,0.52,1.5,78.5,Light Heavyweight
Kurt Pellegrino,16,7,0,0,68,155,70,Orthodox,1979-05-07,41,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,290.75,Lightweight
Julianna Pena,11,4,0,1,66,135,69,Orthodox,1989-08-19,31,2.8,0.47,1.7,0.53,2.49,0.53,0.23,0.8,292.38,Bantamweight
Luis Pena,8,3,0,0,75,155,75,Southpaw,1993-07-05,27,3.26,0.47,2.74,0.5,1.37,0.33,0.45,1.4,326.86,Lightweight
Cathal Pendred,17,4,1,0,73,170,75,Orthodox,1987-09-02,33,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,166.0,Welterweight
BJ Penn,16,14,2,0,69,155,70,Orthodox,1978-12-13,42,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,113.76,Lightweight
Jessica Penne,12,6,0,0,65,115,67,Orthodox,1983-01-30,38,2.46,0.33,4.73,0.48,1.58,0.25,0.2,0.6,146.0,Strawweight
Raquel Pennington,11,9,0,1,67,135,67,Orthodox,1988-09-05,32,3.62,0.48,3.2,0.63,1.12,0.28,0.65,0.7,202.69,Bantamweight
Godofredo Pepey,13,6,0,0,67,145,73,Orthodox,1987-07-02,33,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,60.55,Featherweight
Robert Peralta,18,8,0,0,68,145,71,Orthodox,1986-03-14,34,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,72.86,Featherweight
Viviane Pereira,13,2,0,0,61,115,63,Orthodox,1993-08-28,27,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,85.75,Strawweight
Michel Pereira,25,11,0,2,73,170,73,Orthodox,1993-10-06,27,3.74,0.54,2.84,0.58,1.76,0.7,1.0,0.5,65.2,Welterweight
Erik Perez,17,6,0,3,68,135,68,Orthodox,1989-11-19,31,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,218.67,Bantamweight
Alejandro Perez,22,8,1,0,66,145,67,Orthodox,1989-09-02,31,3.52,0.35,2.94,0.64,0.52,0.2,0.73,0.1,39.6,Featherweight
Frankie Perez,10,4,0,0,61,155,73,Orthodox,1989-05-11,31,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,110.25,Lightweight
Alex Perez,24,6,0,0,66,125,65,Orthodox,1992-03-21,28,4.62,0.47,3.08,0.61,2.92,0.45,0.87,1.3,158.75,Flyweight
Markus Perez,12,5,0,0,73,185,73,Orthodox,1988-06-22,32,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,107.71,Middleweight
Anthony Perosh,15,10,0,0,75,205,75,Orthodox,1972-10-05,48,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,77.83,Light Heavyweight
Jay Perrin,5,4,0,0,67,135,69,Switch,1993-06-15,27,2.87,0.44,2.6,0.47,4.0,0.8,0.8,0.0,0,Bantamweight
Mike Perry,14,7,0,0,61,170,71,Orthodox,1991-09-15,29,4.35,0.47,4.82,0.54,0.69,0.38,0.77,0.2,100.71,Welterweight
Raphael Pessoa,10,2,0,0,75,262,78,Orthodox,1989-03-09,31,2.16,0.26,3.43,0.42,0.0,0.0,1.0,0.0,2.33,Heavyweight
Viktor Pesta,10,4,0,0,75,240,77,Orthodox,1990-07-15,30,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,259.6,Heavyweight
Steven Peterson,18,9,0,1,61,145,70,Orthodox,1990-05-29,30,4.65,0.35,5.89,0.56,2.02,0.28,0.75,0.4,201.8,Featherweight
Seth Petruzelli,14,8,0,0,72,205,76,Orthodox,1979-12-03,41,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,24.0,Light Heavyweight
Peter Petties,5,3,0,0,61,145,72,Southpaw,1990-12-20,30,2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0,0,Featherweight
Anthony Pettis,24,10,0,2,61,155,72,Orthodox,1987-01-27,34,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,80.8,Lightweight
Sergio Pettis,18,5,0,1,66,125,69,Orthodox,1993-08-18,27,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,78.14,Flyweight
Forrest Petz,26,10,0,0,69,170,71,Orthodox,1975-09-22,45,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,112.29,Welterweight
Cody Pfister,13,6,1,0,61,155,73,Orthodox,1990-07-12,30,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,244.5,Lightweight
Nam Phan,21,17,0,0,66,135,70,Orthodox,1983-03-13,37,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,37.75,Bantamweight
Constantinos Philippou,13,5,0,0,61,185,73,Orthodox,1979-11-29,41,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,63.5,Middleweight
Aaron Phillips,12,4,0,0,69,135,71,Southpaw,1989-08-05,31,1.65,0.56,3.44,0.39,0.0,0.0,0.44,0.4,24.33,Bantamweight
Elizabeth Phillips,6,6,0,0,66,135,65,Orthodox,1986-08-20,34,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,344.5,Bantamweight
John Phillips,22,11,0,0,61,185,75,Southpaw,1985-06-09,35,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,14.5,Middleweight
Kyler Phillips,8,1,0,3,68,135,72,Orthodox,1995-06-12,25,6.28,0.49,2.05,0.66,2.79,0.66,0.71,0.7,248.5,Bantamweight
Vinc Pichel,13,2,0,2,61,155,72,Orthodox,1982-11-23,38,3.2,0.46,2.28,0.56,3.83,0.6,0.2,0.3,246.62,Lightweight
